hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,15,2015,August,2,6,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,No Deposit,0,Transient,137.81,0,0
City Hotel,0,19,2016,November,4,5,2,0,0,FB,PRT,Groups,Corporate,0,0,0,A,A,No Deposit,0,Transient,152.31,0,0
City Hotel,0,1,2017,September,4,4,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,C,D,No Deposit,0,Transient,80.02,0,1
City Hotel,1,103,2015,July,1,0,2,0,0,HB,ESP,Online TA,Direct,0,0,2,A,B,No Deposit,0,Transient,102.28,0,0
Resort Hotel,0,82,2016,May,0,6,2,2,0,BB,ESP,Groups,TA/TO,0,0,0,E,A,No Deposit,0,Contract,73.49,0,0
Resort Hotel,0,15,2015,September,4,6,1,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,59.1,0,0
Resort Hotel,0,125,2016,November,3,4,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,E,D,No Deposit,0,Transient,67.34,0,0
Resort Hotel,0,28,2015,August,1,8,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,B,No Deposit,0,Transient,94.93,0,2
City Hotel,0,11,2017,December,4,2,1,0,0,BB,ESP,Online TA,Direct,1,0,0,C,D,No Deposit,1,Contract,50.61,0,0
City Hotel,0,43,2016,August,1,0,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,B,No Deposit,0,Transient,162.67,0,5
City Hotel,0,7,2016,June,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,No Deposit,2,Transient,148.54,0,0
Resort Hotel,0,24,2017,February,4,3,1,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,110.04,0,1
Resort Hotel,0,37,2017,April,1,5,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,B,B,No Deposit,0,Transient,96.43,0,2
Resort Hotel,0,152,2015,December,3,1,1,0,0,BB,NLD,Online TA,Corporate,0,0,0,D,F,No Deposit,0,Contract,89.78,0,0
Resort Hotel,0,125,2016,January,4,4,2,0,0,BB,FRA,Direct,GDS,0,0,0,C,B,No Deposit,0,Transient,105.9,0,1
City Hotel,0,46,2016,December,0,7,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,C,C,No Deposit,0,Transient,110.23,0,1
Resort Hotel,1,103,2015,October,2,7,2,1,0,HB,PRT,Direct,TA/TO,0,0,0,C,E,No Deposit,0,Transient,138.15,0,0
City Hotel,0,67,2015,May,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,3,B,D,No Deposit,0,Transient,185.57,0,0
Resort Hotel,0,33,2016,October,1,2,2,0,0,BB,ESP,Direct,TA/TO,0,0,0,F,C,No Deposit,0,Transient-Party,26.24,0,1
City Hotel,0,103,2017,January,4,8,1,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,A,E,No Deposit,0,Transient,95.42,0,0
City Hotel,0,92,2015,June,4,6,3,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,E,No Deposit,0,Group,71.7,0,0
Resort Hotel,0,77,2016,October,0,8,2,0,0,BB,PRT,Online TA,TA/TO,0,2,0,F,B,Non Refund,0,Contract,66.65,1,0
City Hotel,0,76,2015,August,2,3,2,0,0,BB,DEU,Online TA,Direct,0,0,1,A,A,No Deposit,0,Transient,80.38,0,0
City Hotel,0,91,2017,October,3,6,1,0,0,SC,ITA,Offline TA/TO,Corporate,0,0,0,B,D,No Deposit,0,Transient-Party,40.3,0,0
City Hotel,0,38,2016,January,2,6,2,1,0,FB,ITA,Online TA,TA/TO,1,0,0,E,A,No Deposit,0,Transient,207.84,0,1
Resort Hotel,0,162,2016,June,4,6,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,F,D,No Deposit,0,Transient,212.92,0,0
City Hotel,1,14,2016,December,3,4,1,0,0,SC,DEU,Corporate,Corporate,0,0,0,D,F,No Deposit,0,Transient,133.79,0,1
City Hotel,0,172,2017,April,3,5,2,0,0,SC,FRA,Direct,TA/TO,0,0,0,D,C,No Deposit,0,Transient,39.38,0,0
City Hotel,0,33,2015,September,0,3,2,0,0,HB,GBR,Online TA,TA/TO,1,0,1,C,E,No Deposit,0,Transient,122.11,0,0
City Hotel,0,10,2017,December,1,8,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,F,B,No Deposit,1,Contract,73.9,0,5
City Hotel,0,73,2017,August,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,C,E,No Deposit,0,Transient,263.95,0,0
City Hotel,0,37,2017,December,0,8,2,0,0,FB,FRA,Corporate,TA/TO,0,0,0,C,F,No Deposit,0,Transient,248.98,0,0
City Hotel,0,135,2016,April,4,8,2,0,0,HB,ESP,Direct,TA/TO,0,0,0,F,C,No Deposit,2,Transient,398.66,0,2
City Hotel,0,45,2017,November,4,4,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,D,E,Non Refund,0,Transient,133.11,1,0
City Hotel,0,88,2016,December,1,8,2,0,0,Undefined,IRL,Online TA,Direct,0,0,0,E,C,No Deposit,0,Transient,149.64,0,0
City Hotel,0,29,2016,November,2,8,2,0,0,SC,GBR,Direct,GDS,0,0,0,B,D,No Deposit,0,Contract,67.99,0,0
City Hotel,0,18,2015,February,0,2,2,1,0,SC,ITA,Direct,Direct,0,0,0,E,F,No Deposit,0,Transient-Party,75.74,0,2
City Hotel,1,39,2015,June,2,2,2,0,0,Undefined,PRT,Online TA,TA/TO,0,0,0,F,C,Non Refund,0,Transient,102.19,0,0
Resort Hotel,0,74,2017,March,0,3,2,0,0,HB,PRT,Online TA,Corporate,0,0,0,C,F,No Deposit,0,Transient,53.17,0,3
City Hotel,0,85,2016,January,0,7,3,0,0,HB,ESP,Online TA,TA/TO,0,0,1,D,A,No Deposit,0,Transient,101.18,0,5
City Hotel,1,69,2016,November,1,2,1,0,0,BB,ESP,Corporate,Corporate,0,0,1,F,A,No Deposit,5,Transient,136.25,0,1
City Hotel,1,354,2015,July,1,1,3,0,0,HB,BEL,Online TA,TA/TO,0,0,0,C,D,No Deposit,1,Transient,97.09,0,1
City Hotel,0,93,2016,April,2,5,1,0,0,HB,FRA,Online TA,TA/TO,0,0,2,F,D,No Deposit,0,Transient,37.51,0,0
Resort Hotel,1,214,2017,September,4,2,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,C,D,No Deposit,0,Transient,71.31,0,1
City Hotel,0,10,2016,October,3,8,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,B,No Deposit,0,Transient,118.68,0,1
Resort Hotel,0,5,2017,October,2,8,2,0,0,HB,IRL,Corporate,TA/TO,0,0,0,B,A,No Deposit,0,Transient,91.68,0,2
City Hotel,0,29,2015,November,0,5,2,0,0,BB,ITA,Corporate,TA/TO,0,0,1,D,A,No Deposit,0,Transient,87.77,0,1
City Hotel,1,11,2015,November,3,4,2,0,0,BB,ESP,Online TA,Direct,0,0,0,A,B,No Deposit,0,Transient,78.78,0,1
City Hotel,0,59,2016,November,3,1,1,0,0,BB,ESP,Direct,TA/TO,0,0,0,C,D,No Deposit,0,Transient,143.6,0,0
Resort Hotel,0,58,2016,March,3,7,1,0,0,HB,PRT,Corporate,TA/TO,0,0,0,D,F,No Deposit,0,Transient-Party,96.78,0,1
City Hotel,1,68,2015,December,3,2,1,0,0,BB,ITA,Online TA,Direct,0,0,0,A,C,No Deposit,0,Transient,104.83,0,1
Resort Hotel,1,109,2017,October,3,4,3,2,0,BB,BRA,Groups,Direct,0,1,0,E,E,Non Refund,0,Transient,117.95,0,0
Resort Hotel,1,284,2017,October,2,3,2,0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,No Deposit,0,Transient,168.71,0,3
Resort Hotel,1,168,2017,October,1,2,2,0,0,SC,ESP,Offline TA/TO,Direct,0,0,0,A,A,No Deposit,0,Transient,47.64,0,1
Resort Hotel,0,10,2015,December,1,2,1,1,0,SC,FRA,Direct,TA/TO,0,0,0,C,B,No Deposit,0,Transient-Party,97.34,0,1
City Hotel,0,33,2015,December,0,8,3,1,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,Non Refund,0,Transient,83.84,0,1
City Hotel,0,23,2015,January,4,1,1,1,0,BB,ITA,Online TA,TA/TO,0,0,0,F,B,No Deposit,0,Transient,70.0,1,2
Resort Hotel,0,15,2016,December,2,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,B,No Deposit,0,Transient,15.08,0,5
City Hotel,0,62,2015,February,3,4,1,0,0,SC,DEU,Online TA,GDS,0,0,0,C,E,No Deposit,0,Contract,32.45,0,0
Resort Hotel,1,64,2017,April,1,3,2,1,0,BB,PRT,Groups,Direct,0,0,1,A,B,No Deposit,0,Transient,41.36,0,2
City Hotel,0,20,2017,December,0,8,1,0,0,BB,GBR,Online TA,TA/TO,0,0,1,D,B,No Deposit,0,Transient,97.2,1,0
City Hotel,0,99,2015,December,3,4,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,B,E,Non Refund,1,Transient-Party,26.07,0,3
City Hotel,0,105,2015,November,0,4,2,0,0,Undefined,NLD,Online TA,Direct,0,1,0,E,F,No Deposit,0,Transient,132.11,0,4
City Hotel,0,1,2017,July,3,6,3,1,0,BB,DEU,Corporate,Corporate,0,0,1,E,F,No Deposit,0,Transient,48.4,0,1
City Hotel,0,40,2015,August,3,3,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,137.46,0,0
Resort Hotel,0,176,2016,April,1,4,2,0,0,HB,NLD,Direct,TA/TO,0,0,0,E,E,No Deposit,0,Group,125.93,0,3
City Hotel,1,58,2015,March,1,0,2,0,0,BB,ITA,Direct,TA/TO,0,0,0,F,D,No Deposit,0,Transient,156.55,0,0
Resort Hotel,0,34,2017,October,3,6,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,No Deposit,0,Transient,83.26,0,0
City Hotel,0,23,2017,September,1,3,2,0,0,Undefined,BRA,Online TA,Direct,0,0,0,D,E,No Deposit,0,Transient,141.19,0,0
City Hotel,1,22,2015,August,2,1,1,0,0,SC,FRA,Offline TA/TO,GDS,0,0,0,C,A,No Deposit,0,Transient,95.81,0,1
City Hotel,0,8,2017,June,3,6,2,1,0,SC,BEL,Online TA,TA/TO,0,0,3,A,B,No Deposit,0,Transient,71.41,0,0
Resort Hotel,0,135,2015,September,1,7,1,0,0,BB,BEL,Corporate,Direct,0,0,0,C,A,No Deposit,0,Contract,97.31,0,1
City Hotel,0,7,2017,August,0,8,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,124.57,0,0
Resort Hotel,0,27,2017,July,0,7,2,0,0,SC,IRL,Online TA,TA/TO,0,2,1,C,C,No Deposit,0,Transient,79.0,0,0
City Hotel,1,3,2017,June,0,7,1,0,0,SC,DEU,Corporate,TA/TO,0,0,0,D,B,Non Refund,2,Transient,134.81,0,1
Resort Hotel,0,121,2015,October,4,7,1,0,0,BB,PRT,Online TA,Direct,0,0,0,D,B,No Deposit,0,Transient,140.45,1,3
Resort Hotel,0,3,2015,March,0,6,2,0,0,Undefined,IRL,Offline TA/TO,Direct,0,0,0,C,E,No Deposit,2,Transient,74.68,0,2
City Hotel,1,29,2015,December,0,1,2,0,0,BB,BEL,Corporate,TA/TO,0,0,1,E,E,Non Refund,0,Transient,54.38,0,0
City Hotel,0,68,2016,November,2,1,1,0,0,HB,GBR,Online TA,Direct,0,0,0,F,D,No Deposit,0,Transient,53.5,0,0
Resort Hotel,0,42,2016,June,2,8,2,0,0,BB,FRA,Offline TA/TO,Corporate,0,0,0,D,E,No Deposit,0,Transient,92.37,0,1
Resort Hotel,0,26,2016,April,4,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,118.81,0,0
City Hotel,0,25,2017,May,2,0,1,0,0,BB,IRL,Direct,Direct,0,0,0,F,B,No Deposit,0,Transient,153.36,0,3
City Hotel,0,127,2017,July,1,6,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,74.95,0,0
City Hotel,1,291,2015,July,0,5,2,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,F,Refundable,0,Transient,128.33,0,5
Resort Hotel,0,34,2017,December,1,5,2,0,0,BB,PRT,Groups,TA/TO,0,2,0,B,E,No Deposit,5,Transient,162.68,0,3
Resort Hotel,0,3,2016,September,4,7,2,0,0,BB,BEL,Online TA,GDS,0,0,0,D,D,No Deposit,0,Transient,107.14,0,0
Resort Hotel,0,2,2016,September,1,3,2,0,0,FB,FRA,Offline TA/TO,Corporate,0,0,0,A,F,No Deposit,0,Contract,121.14,2,0
Resort Hotel,0,113,2015,June,1,4,2,0,0,SC,NLD,Direct,TA/TO,0,0,1,A,D,No Deposit,0,Transient-Party,119.91,0,1
City Hotel,0,64,2017,June,1,4,3,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,C,No Deposit,0,Transient,179.44,0,2
City Hotel,0,122,2017,February,2,5,2,0,0,HB,DEU,Online TA,Direct,0,0,0,E,F,No Deposit,0,Transient,140.6,0,1
Resort Hotel,0,95,2016,August,0,0,1,2,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,F,F,No Deposit,0,Transient,86.36,0,1
Resort Hotel,1,190,2015,March,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,B,No Deposit,0,Transient,103.78,0,0
Resort Hotel,1,173,2016,January,3,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,100.42,0,0
City Hotel,0,124,2017,April,0,6,2,0,0,SC,BRA,Online TA,Direct,0,0,0,B,D,No Deposit,0,Transient,111.5,0,0
City Hotel,0,51,2016,May,0,0,1,0,0,BB,ITA,Direct,TA/TO,0,0,0,F,D,No Deposit,0,Transient,54.62,0,2
Resort Hotel,1,29,2016,March,3,1,2,0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,E,C,No Deposit,0,Contract,96.8,0,1
Resort Hotel,0,56,2017,July,4,7,1,0,0,BB,NLD,Groups,TA/TO,0,0,0,E,E,No Deposit,0,Transient,78.98,0,0
City Hotel,1,55,2017,November,4,1,1,0,0,BB,DEU,Online TA,Direct,0,0,0,A,B,Non Refund,0,Transient-Party,164.79,0,0
City Hotel,1,75,2017,May,0,8,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,B,A,No Deposit,0,Transient,75.56,0,0
City Hotel,1,16,2016,November,2,3,2,0,0,HB,DEU,Direct,TA/TO,0,0,0,D,A,No Deposit,0,Transient-Party,96.62,0,0
Resort Hotel,1,85,2016,October,4,2,2,0,0,BB,NLD,Offline TA/TO,GDS,1,0,1,D,D,No Deposit,0,Transient,36.64,0,1
Resort Hotel,0,48,2016,May,4,3,1,0,0,BB,BRA,Direct,TA/TO,0,0,0,F,D,No Deposit,0,Transient,180.29,0,3
City Hotel,0,77,2015,June,1,8,1,1,1,BB,IRL,Online TA,Corporate,0,0,1,F,D,No Deposit,5,Transient-Party,46.58,0,0
Resort Hotel,0,21,2015,November,1,6,2,0,0,Undefined,PRT,Online TA,Corporate,0,0,0,B,D,Refundable,0,Transient,115.42,0,0
Resort Hotel,0,45,2017,November,4,3,2,0,0,HB,DEU,Online TA,Direct,0,0,0,F,D,No Deposit,0,Transient,173.48,0,2
City Hotel,0,18,2015,June,2,6,2,0,0,FB,IRL,Groups,Direct,0,0,0,E,B,No Deposit,0,Transient,78.72,0,1
Resort Hotel,1,166,2017,September,1,7,2,0,0,BB,DEU,Offline TA/TO,Corporate,1,0,0,C,B,No Deposit,0,Transient,266.88,0,2
City Hotel,0,53,2016,March,2,7,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,B,D,No Deposit,0,Transient,46.84,0,0
Resort Hotel,0,20,2017,August,0,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,C,A,No Deposit,1,Transient,206.27,0,0
Resort Hotel,0,3,2016,November,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,2,0,B,B,Non Refund,0,Transient,80.86,0,0
City Hotel,0,90,2017,July,1,2,2,0,0,HB,PRT,Direct,TA/TO,0,0,2,C,B,No Deposit,0,Contract,117.2,0,1
Resort Hotel,0,19,2015,September,3,5,1,0,0,BB,NLD,Online TA,TA/TO,0,0,2,E,B,No Deposit,0,Transient,104.9,0,0
City Hotel,1,365,2016,May,2,0,2,0,0,Undefined,GBR,Online TA,TA/TO,0,2,1,A,E,No Deposit,0,Transient,99.79,0,0
City Hotel,1,61,2016,July,4,4,1,1,0,SC,BRA,Corporate,TA/TO,0,0,0,B,C,No Deposit,0,Contract,148.9,0,1
Resort Hotel,0,27,2016,August,2,1,2,0,0,BB,ITA,Online TA,Direct,0,0,0,B,A,No Deposit,0,Group,51.92,0,2
City Hotel,0,85,2015,September,2,0,2,0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,C,E,Non Refund,0,Transient,96.52,0,4
Resort Hotel,1,25,2015,August,2,2,1,0,0,HB,ESP,Offline TA/TO,Corporate,0,0,2,D,B,No Deposit,0,Transient,292.68,0,0
City Hotel,0,137,2015,December,4,1,3,1,0,SC,NLD,Online TA,TA/TO,0,0,0,F,A,No Deposit,2,Transient,142.33,0,4
Resort Hotel,0,29,2016,December,2,5,2,0,0,SC,PRT,Online TA,GDS,0,0,0,E,D,No Deposit,0,Transient,90.84,0,3
City Hotel,1,355,2017,February,3,5,2,0,0,BB,ITA,Offline TA/TO,Direct,0,0,0,E,C,No Deposit,5,Transient,54.55,0,0
Resort Hotel,0,74,2017,November,4,6,1,0,0,FB,IRL,Direct,TA/TO,0,0,2,D,B,No Deposit,0,Group,57.38,0,4
City Hotel,0,148,2015,June,3,6,2,0,0,BB,NLD,Corporate,TA/TO,0,0,1,E,A,No Deposit,0,Transient,105.93,0,1
City Hotel,0,6,2017,April,3,4,2,0,0,BB,DEU,Direct,TA/TO,0,0,1,A,D,No Deposit,0,Transient,109.05,0,0
City Hotel,0,34,2016,April,3,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,1,B,D,No Deposit,0,Transient,160.53,0,1
Resort Hotel,0,106,2016,September,4,5,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,B,F,No Deposit,0,Transient,180.56,0,0
Resort Hotel,0,85,2015,July,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,2,E,F,No Deposit,0,Transient,53.07,1,0
City Hotel,0,17,2015,June,4,4,2,0,0,Undefined,NLD,Offline TA/TO,TA/TO,0,0,0,E,B,Non Refund,0,Transient,320.09,0,0
City Hotel,0,35,2017,February,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,47.57,0,1
Resort Hotel,1,24,2017,January,3,5,2,0,0,Undefined,FRA,Online TA,Direct,0,1,0,B,E,No Deposit,0,Transient,42.1,0,0
City Hotel,0,76,2017,October,2,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,C,No Deposit,0,Transient-Party,213.19,1,1
Resort Hotel,1,33,2015,April,3,8,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,E,C,No Deposit,0,Transient,92.04,0,0
City Hotel,1,29,2015,September,3,1,2,0,0,HB,NLD,Online TA,Corporate,0,0,0,A,D,No Deposit,0,Contract,78.68,1,0
Resort Hotel,1,18,2015,April,2,6,2,1,0,BB,DEU,Direct,GDS,0,0,0,F,F,No Deposit,2,Transient,94.48,0,0
Resort Hotel,0,42,2016,February,0,4,2,2,0,BB,ESP,Corporate,Direct,0,0,0,B,F,No Deposit,0,Transient,49.29,0,2
City Hotel,1,17,2017,August,3,8,3,1,0,BB,ESP,Corporate,TA/TO,0,0,0,D,F,No Deposit,0,Transient-Party,139.65,0,1
Resort Hotel,1,262,2015,June,0,4,2,1,0,HB,IRL,Online TA,TA/TO,0,0,0,A,F,No Deposit,0,Transient,77.72,0,1
City Hotel,0,13,2015,January,4,4,2,0,0,FB,ITA,Offline TA/TO,TA/TO,0,0,0,E,B,Refundable,5,Group,75.67,0,2
City Hotel,1,195,2015,April,3,1,2,1,0,BB,ESP,Online TA,Corporate,0,0,0,D,A,No Deposit,1,Transient,63.8,0,0
Resort Hotel,1,44,2017,October,3,2,2,0,0,BB,BEL,Online TA,Corporate,0,1,0,C,A,No Deposit,0,Group,69.43,0,1
Resort Hotel,0,37,2017,May,4,5,2,0,0,FB,ITA,Offline TA/TO,GDS,0,0,0,E,E,No Deposit,0,Transient,73.47,0,0
City Hotel,1,21,2016,January,2,3,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,B,No Deposit,0,Group,82.03,1,0
Resort Hotel,0,80,2016,February,2,2,1,0,0,HB,IRL,Groups,TA/TO,0,0,2,A,F,No Deposit,0,Transient,165.37,0,1
City Hotel,0,92,2016,September,0,4,2,0,0,BB,ESP,Online TA,Corporate,0,0,0,B,C,No Deposit,0,Transient,25.26,0,1
City Hotel,1,50,2016,January,4,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,C,No Deposit,0,Transient-Party,79.75,0,0
City Hotel,0,4,2015,November,3,2,1,0,0,BB,BEL,Online TA,GDS,0,0,0,D,E,No Deposit,0,Contract,159.49,0,0
Resort Hotel,0,200,2016,August,0,6,2,0,0,BB,NLD,Corporate,Direct,0,0,2,C,D,No Deposit,1,Transient,44.58,0,2
Resort Hotel,1,314,2015,December,2,8,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,No Deposit,0,Transient,135.2,0,1
Resort Hotel,1,45,2015,November,3,3,2,2,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,No Deposit,0,Transient,86.68,0,0
Resort Hotel,0,76,2017,September,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,75.16,0,0
City Hotel,0,47,2015,February,0,6,2,0,0,Undefined,ITA,Online TA,Direct,0,0,2,D,E,No Deposit,0,Transient,101.88,0,0
City Hotel,0,31,2017,December,2,2,1,0,0,BB,NLD,Direct,Corporate,0,0,0,C,A,No Deposit,0,Transient-Party,113.79,0,0
Resort Hotel,0,6,2016,February,2,0,3,0,0,SC,FRA,Online TA,TA/TO,0,2,0,C,D,No Deposit,0,Transient,43.13,0,0
Resort Hotel,0,48,2016,July,4,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,C,E,No Deposit,0,Transient,60.35,0,1
Resort Hotel,0,136,2017,October,0,8,2,0,0,BB,FRA,Online TA,Corporate,0,0,0,A,B,No Deposit,2,Transient,204.22,0,1
City Hotel,0,1,2017,September,3,6,1,0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,1,F,C,No Deposit,0,Transient,32.65,0,0
Resort Hotel,0,69,2016,October,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,1,0,A,F,No Deposit,0,Transient-Party,78.07,0,0
City Hotel,0,170,2015,September,2,4,2,0,0,FB,BRA,Online TA,Corporate,1,0,2,B,D,No Deposit,0,Transient,116.49,0,0
Resort Hotel,0,19,2015,March,1,0,2,1,0,BB,PRT,Online TA,Direct,0,0,0,F,C,Non Refund,0,Transient,39.4,0,1
City Hotel,0,16,2017,July,0,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,E,D,Non Refund,1,Transient,68.57,0,3
City Hotel,1,118,2015,June,0,2,1,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,B,A,No Deposit,0,Transient,80.64,0,0
Resort Hotel,1,23,2015,August,3,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,F,No Deposit,0,Transient,125.58,0,1
Resort Hotel,0,17,2016,August,4,0,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,C,F,No Deposit,0,Contract,84.0,0,1
City Hotel,1,37,2017,August,3,2,2,0,0,HB,BRA,Online TA,Direct,0,0,0,D,E,No Deposit,0,Transient,80.01,0,2
Resort Hotel,0,39,2016,August,0,7,1,0,0,BB,BRA,Online TA,Direct,0,0,1,D,D,No Deposit,0,Transient,49.36,0,0
City Hotel,0,165,2015,November,2,3,2,2,0,BB,NLD,Offline TA/TO,Corporate,0,0,2,A,A,Refundable,0,Transient,90.58,0,0
City Hotel,0,77,2015,October,4,6,2,1,0,SC,DEU,Corporate,TA/TO,0,0,0,D,A,No Deposit,0,Contract,55.95,0,1
City Hotel,0,41,2016,June,4,1,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,C,A,No Deposit,0,Transient,44.25,0,0
City Hotel,1,61,2015,September,0,6,1,0,0,BB,GBR,Online TA,GDS,0,0,0,D,B,No Deposit,1,Transient,132.34,0,1
Resort Hotel,1,246,2015,May,0,5,1,1,0,Undefined,ESP,Online TA,TA/TO,0,0,0,E,C,Non Refund,5,Transient-Party,99.37,0,3
Resort Hotel,0,9,2016,April,3,7,3,0,0,Undefined,BRA,Direct,TA/TO,0,0,1,D,E,No Deposit,0,Transient,58.54,0,0
City Hotel,0,18,2015,July,1,7,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,84.06,0,2
Resort Hotel,1,262,2016,March,0,7,2,0,0,SC,ITA,Online TA,Direct,0,0,0,E,C,Refundable,0,Transient,83.84,0,2
City Hotel,1,252,2017,August,0,3,1,0,0,Undefined,IRL,Direct,TA/TO,0,0,0,E,C,Refundable,0,Transient,71.47,1,2
Resort Hotel,1,15,2015,August,3,8,1,1,0,FB,DEU,Corporate,Corporate,0,0,0,D,B,Non Refund,0,Transient,222.32,0,0
Resort Hotel,0,12,2015,November,0,7,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,C,No Deposit,2,Transient,96.57,0,0
City Hotel,1,43,2016,May,3,3,2,2,0,Undefined,ESP,Direct,Direct,0,0,1,A,E,No Deposit,0,Transient,64.54,0,0
Resort Hotel,0,4,2017,October,0,1,1,0,0,SC,FRA,Direct,TA/TO,0,0,0,B,E,No Deposit,2,Transient,40.88,0,0
City Hotel,0,85,2015,August,2,0,1,0,0,SC,BRA,Offline TA/TO,GDS,0,0,0,A,F,No Deposit,0,Transient-Party,100.78,0,2
City Hotel,0,6,2015,March,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,2,A,E,No Deposit,0,Transient,128.11,0,0
City Hotel,0,4,2017,March,1,4,1,0,0,SC,BRA,Direct,GDS,0,0,0,D,D,No Deposit,0,Transient,93.81,0,1
City Hotel,0,53,2015,April,4,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,F,E,No Deposit,0,Transient,75.01,0,0
City Hotel,1,253,2016,September,3,1,2,0,0,SC,NLD,Direct,Direct,0,0,0,F,C,Non Refund,0,Transient,59.39,0,0
City Hotel,1,44,2017,May,1,3,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,C,B,No Deposit,0,Transient,79.86,0,1
Resort Hotel,1,35,2017,June,3,7,2,0,0,HB,ITA,Online TA,TA/TO,0,0,1,C,D,No Deposit,0,Transient,79.69,0,0
City Hotel,1,495,2015,April,1,0,1,0,0,FB,ESP,Online TA,Direct,0,0,0,D,F,No Deposit,0,Transient,98.7,0,2
City Hotel,0,60,2017,September,3,1,1,0,0,BB,BEL,Online TA,Corporate,0,0,0,A,D,Non Refund,0,Transient,159.79,0,0
